calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
84,,"1. Into a tall glass, pour soda and grenadine over ice. Add cherry and straw.","6 fluid ounces lemon-lime flavored carbonated beverage, 1 dash grenadine syrup, 1 maraschino cherry",Shirley Temple,2 mins,4.5,2 mins,https://www.allrecipes.com/recipe/14895/shirley-temple/,"['grenadine', 'syrup', 'maraschino', 'cherry']",veg,"['grenadine', 'syrup', 'maraschino', 'cherry']"
90,,"1. In a blender, combine raspberry juice, raspberry sherbet and carbonated water. Blend until smooth. Pour into glasses and serve.","1 ½ cups raspberry juice, 3 scoops raspberry sherbet, ½ cup carbonated water",RaSpBeRrY FiZzLeR,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/23535/raspberry-fizzler/,"['raspberry', 'raspberry', 'water']",veg,"['raspberry', 'raspberry', 'water']"
34,,"1. Place apple in a glass jar with a tight-fitting lid. Add apple cider vinegar, sugar, and grated ginger; stir well. Close tightly. Let sit in the refrigerator, 4 to 5 days. 2. Strain syrupy liquid into a clean bottle, discarding apple scraps. Close tightly and chill.","1 Granny Smith apple, shredded, ⅓ cup unfiltered apple cider vinegar, ¼ cup white sugar, 1 teaspoon grated fresh ginger",Tart Apple-Ginger Shrub,10 mins,5.0,4 days 10 mins,https://www.allrecipes.com/recipe/245685/tart-apple-ginger-shrub/,"['apple', 'apple', 'vinegar', 'sugar', 'ginger']",veg,"['apple', 'apple', 'vinegar', 'sugar', 'ginger']"
83,,"1. To make Ice ring: Fill a ring-shaped cake pan to 1/2 with ginger ale. Freeze until partially frozen. At this stage you can place edible flowers, or pieces of fruit around the ring. Fill pan with ginger ale and freeze until solid. Place in punch bowl just before serving. 2. In a large punch bowl, combine 1 bottle ginger ale, pineapple juice and white grape juice.","2 (2 liter) bottles ginger ale, chilled, 1 (46 fluid ounce) can pineapple juice, chilled, 1 (64 fluid ounce) bottle white grape juice, chilled",Mock Champagne,1 day 15 mins,4.5,1 day 15 mins,https://www.allrecipes.com/recipe/32333/mock-champagne/,"['ginger', 'pineapple', 'grape']",veg,"['ginger', 'pineapple', 'grape']"
190,,"1. Fill a tall glass half full with ice. Fill to 2/3 with carbonated water. Pour in watermelon and passion fruit flavored syrups, then float the half-and-half cream on top. Stir when ready to drink.","8 fluid ounces carbonated water, ¾ fluid ounce passion fruit flavored syrup, ¾ fluid ounce watermelon flavored syrup, 1 fluid ounce half-and-half cream",Italian Cream Soda,1 min,4.5,1 min,https://www.allrecipes.com/recipe/18943/italian-cream-soda/,"['water', 'syrup', 'watermelon', 'syrup', 'cream']",veg,"['water', 'syrup', 'watermelon', 'syrup', 'cream']"
106,,"1. In a pitcher, mix cranberry-raspberry juice with lemon-lime soda. Pour over ice and serve.","12 fluid ounces cranberry-raspberry juice, 1 (12 fluid ounce) can or bottle lemon-lime flavored carbonated beverage",Tornado Twist,1 min,5.0,1 min,https://www.allrecipes.com/recipe/23540/tornado-twist/,[],veg,[]
140,,"1. Wash and sterilize a bowl or jar. Add blackberries; cover with sugar. Add thyme and sage. Stir well to combine. Cover with a lid or plastic wrap. Refrigerate, stirring occasionally, until a pool of juice and syrup forms around the blackberries, 1 to 2 days. 2. Remove thyme and sage from the bowl. Place a fine mesh strainer over a separate bowl and pour in blackberry mixture. Press lightly on the solids to expel all the juice. 3. Sterilize a glass jar or bottle. Pour in juice and add vinegar. Cover with a lid and shake gently to dissolve any remaining sugar. Let rest until flavors intensify, at least 1 day.","2 cups fresh blackberries - rinsed, drained, and lightly crushed, 2 cups white sugar, 2 sprigs fresh thyme, or to taste, 2 sprigs fresh sage, or to taste, 1 cup white vinegar",Shrub,20 mins,,2 days 20 mins,https://www.allrecipes.com/recipe/260107/shrub/,"['blackberry', 'sugar', 'thyme', 'sage', 'vinegar']",veg,"['blackberry', 'sugar', 'thyme', 'sage', 'vinegar']"
161,,"1. Fill a glass with ice. Pour orange juice, pineapple juice, and cranberry juice over the ice and stir. Float a splash of grenadine syrup atop the mixture and serve.","ice cubes, ¼ cup orange juice, ¼ cup pineapple juice, ¼ cup cranberry juice, 1 splash grenadine syrup",Virgin Sunset,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/234067/virgin-sunset/,"['ice', 'orange', 'pineapple', 'cranberry', 'grenadine', 'syrup']",veg,"['ice', 'orange', 'pineapple', 'cranberry', 'grenadine', 'syrup']"
60,,1. Combine lemonade and iced tea in a highball or tall glass. Add ice and stir until chilled.,"5 fluid ounces prepared lemonade, 5 fluid ounces prepared iced tea, 1 cup ice",The Arnold Palmer,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/221303/the-arnold-palmer/,"['lemonade', 'tea', 'ice']",veg,"['lemonade', 'tea', 'ice']"
120,,"1. Combine 2 cups water and the sugar in a microwave-safe bowl; heat in microwave on High for 5 minutes. Stir the mint into the water; let stand for 5 minutes. Strain and discard the mint leaves from the syrup; set aside. 2. Stir the lime sherbet, lime juice, and 1 cup water together in a large pitcher until well combined. Pour the mint-infused syrup into the mixture. Add club soda and stir. Serve over ice. Garnish with lime slices.","2 cups water, 1 ½ cups white sugar, 2 cups mint leaves, chopped, 2 cups lime sherbet, softened, 1 cup lime juice, 1 cup water, 8 cups club soda, lime slices for garnish",Alcohol-Free Mojitos,15 mins,5.0,15 mins,https://www.allrecipes.com/recipe/215613/alcohol-free-mojitos/,"['water', 'sugar', 'mint', 'lime', 'lime', 'water', 'soda', 'lime']",veg,"['water', 'sugar', 'mint', 'lime', 'lime', 'water', 'soda', 'lime']"
148,,"1. Combine ginger ale, cranberry juice, pineapple juice, and orange juice concentrate in a large punch bowl. Stir in ice.","2 quarts ginger ale, 1 (46 fluid ounce) bottle cranberry juice, 1 (46 fluid ounce) can pineapple juice, 1 (12 fluid ounce) can frozen orange juice concentrate, ice cubes",Pink Champagne Mocktail,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/255557/pink-champagne-mocktail/,"['ginger', 'cranberry', 'pineapple', 'orange', 'ice']",veg,"['ginger', 'cranberry', 'pineapple', 'orange', 'ice']"
155,,"1. Place watermelon and 1 1/2 cups water in a blender, and process at high speed until combined, about 1 minute. Add cucumber, lime juice, and sugar; blend until smooth. Pour mixture through a fine mesh strainer and using a spatula, press to remove the pulp. Don't skip this step, it's important. 2. Pour the strained mixture into a large pitcher, add remaining 1 cup water, and stir well. Refrigerate for at least 1 hour or longer. 3. Sprinkle some Tajin® (chili lime seasoning) onto a small plate. Run the lime wedge around the top of the glass, invert the glass, and dip the rim into the seasoning. 4. Fill the glass with ice, pour in the agua fresca, garnish with watermelon slices or wedges, and lime slices.","4 cups cubed seeded watermelon, 2 ½ cups water, divided, 1 cup peeled, chopped cucumber, ¼ cup freshly squeezed lime juice, 1 tablespoon white sugar, 1 teaspoon chili-lime seasoning (such as Tajin®), 1 wedge fresh lime, ice as needed, 4 slices watermelon, 4 slices lime",Watermelon-Cucumber Agua Fresca,15 mins,4.0,1 hr 15 mins,https://www.allrecipes.com/recipe/285328/watermelon-cucumber-agua-fresca/,"['watermelon', 'water', 'cucumber', 'lime', 'sugar', 'lime', 'ice', 'watermelon', 'lime']",veg,"['watermelon', 'water', 'cucumber', 'lime', 'sugar', 'lime', 'ice', 'watermelon', 'lime']"
89,,"1. Pour the lemon-lime soda into a punch bowl, and stir in the instant iced tea mix. Float the orange and lemon slices in the punch, and add ice. Serve immediately.","1 (2 liter) bottle lemon-lime flavored carbonated beverage, 3 tablespoons lemon iced tea mix, 2 oranges, sliced into rounds, 1 lemon, sliced into rounds, 3 cups ice",Monica's Baptist Sangria,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/75624/monicas-baptist-sangria/,"['lemon', 'tea', 'orange', 'lemon', 'ice']",veg,"['lemon', 'tea', 'orange', 'lemon', 'ice']"
150,,"1. Place a few ice cubes in a pitcher; add pineapple juice, coconut milk, lime juice, and almond-flavored syrup and stir until chilled. Strain mixture and pour into 4 glasses. 2. Top each glass with club soda; mocktail will foam up. 3. Dust each mocktail with nutmeg. Garnish with a lime wheel, sprig of mint, and umbrella.","ice cubes, 1 (6 ounce) can pineapple juice, 6 fluid ounces coconut milk, 3 limes, juiced, 2 tablespoons almond-flavored syrup (such as Torani®), 1 cup club soda, or as needed, 4 pinches ground nutmeg, 4 lime wheels, 4 sprigs fresh mint, cocktail umbrellas",Tiki Cooler,10 mins,3.0,10 mins,https://www.allrecipes.com/recipe/246986/tiki-cooler/,"['ice', 'pineapple', 'coconut', 'milk', 'lime', 'syrup', 'soda', 'nutmeg', 'lime', 'mint']",veg,"['ice', 'pineapple', 'coconut', 'milk', 'lime', 'syrup', 'soda', 'nutmeg', 'lime', 'mint']"
122,10 mins,"1. In a small saucepan, combine the water, sugar and 1 tablespoon of chopped mint. Stir and bring to a boil. Cook until sugar has dissolved, then remove from heat and set aside to cool. After about an hour, strain out mint leaves. 2. Fill 2 cups or frozen goblets with crushed ice. Pour 1/2 of the lemonade into each glass and top with a splash of the sugar syrup. Garnish each with a mint sprig and a straw. Serve on a silver platter.","¼ cup water, ¼ cup white sugar, 1 tablespoon chopped fresh mint leaves, 2 cups crushed ice, ½ cup prepared lemonade, Fresh mint sprigs, for garnish",Alcohol-Free Mint Julep,15 mins,4.5,1 hr 25 mins,https://www.allrecipes.com/recipe/104657/alcohol-free-mint-julep/,"['water', 'sugar', 'mint', 'ice', 'lemonade', 'mint']",veg,"['water', 'sugar', 'mint', 'ice', 'lemonade', 'mint']"
140,,"1. Fill a glass with ice cubes. Pour in the orange juice, tonic water and lemon juice. Stir and serve.","ice cubes, 1 cup orange juice, ⅓ cup tonic water, 1 teaspoon lemon juice",Orange Fizz,5 mins,3.5,5 mins,https://www.allrecipes.com/recipe/84186/orange-fizz/,"['ice', 'orange', 'water', 'lemon']",veg,"['ice', 'orange', 'water', 'lemon']"
6,,1. Dissolve beverage mix into cold water in a pitcher; add cucumber slices and ice cubes.,"1 individual packet Mojito-flavored dry beverage mix (such as Crystal Light®), 8 cups cold water, 1 cucumber, peeled and sliced, 3 cups ice cubes",Virgin Cucumber Mojito,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/233568/virgin-cucumber-mojito/,"['water', 'cucumber', 'ice']",veg,"['water', 'cucumber', 'ice']"
170,,"1. In a tall glass, combine orange juice and lemon-lime soda. Pour grenadine in and let it sink to the bottom. Garnish with a maraschino cherry and a straw for stirring.","½ cup orange juice, ½ cup lemon-lime flavored carbonated beverage, 1 tablespoon grenadine syrup, 1 maraschino cherry",Shirley Temple II,1 min,4.5,1 min,https://www.allrecipes.com/recipe/24489/shirley-temple-ii/,"['orange', 'grenadine', 'syrup', 'maraschino', 'cherry']",veg,"['orange', 'grenadine', 'syrup', 'maraschino', 'cherry']"
121,,"1. In a large pitcher, stir together the apple juice, orange juice, pineapple juice and lemon juice. Mix and pour into glasses full of ice to serve. Garnish each serving with a mint leaf.","1 quart apple juice, 1 cup orange juice, 1 cup pineapple juice, ¼ cup lemon juice, 1 sprig fresh mint leaves",Apple Julep,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/76020/apple-julep/,"['apple', 'orange', 'pineapple', 'lemon', 'mint']",veg,"['apple', 'orange', 'pineapple', 'lemon', 'mint']"
67,,"1. Place strawberries, ice cubes, sweet and sour mix and grenadine in a blender. Blend until smooth. Add more ice or less depending on your taste.","3 ½ ounces frozen strawberries, ⅛ cup ice, ½ fluid ounce sweet and sour mix, 1 dash grenadine syrup",Frozen Virgin Strawberry Daiquiri,2 mins,4.5,2 mins,https://www.allrecipes.com/recipe/14893/frozen-virgin-strawberry-daiquiri/,"['strawberry', 'ice', 'grenadine', 'syrup']",veg,"['strawberry', 'ice', 'grenadine', 'syrup']"
111,,"1. Squeeze the lime quarters into a sturdy glass pitcher. Toss the juiced limes into the pitcher along with the mint, strawberries, and sugar. Crush the fruits together with a muddler to release the juices from the strawberries and the oil from the mint leaves. Stir in the club soda until the sugar has dissolved. Pour into the sugared glasses over ice cubes to serve.","2 large limes, quartered, ½ bunch mint leaves, 7 strawberries, quartered, 1 cup white sugar, 3 cups carbonated water",Strawberry-Mint Soda,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/172778/strawberry-mint-soda/,"['lime', 'mint', 'strawberry', 'sugar', 'water']",veg,"['lime', 'mint', 'strawberry', 'sugar', 'water']"
416,,"1. Stir together club soda, heavy cream, and raspberry syrup in a pitcher. Fill 2 tall glasses with ice and pour cream mixture on top.","10 ounces club soda, 4 ounces heavy cream, 4 fluid ounces raspberry syrup, 2 cups ice cubes, or as needed",Homemade Italian Cream Soda,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/276059/homemade-italian-cream-soda/,"['soda', 'cream', 'raspberry', 'syrup', 'ice']",veg,"['soda', 'cream', 'raspberry', 'syrup', 'ice']"
29,3 mins,"1. Place the ice cubes into a blender. Cover, and pulse until crushed. Add the watermelon and blend for about 1 minute, until slushy. Add the honey, and blend for about 10 seconds.","6 ice cubes, 2 cups cubed seeded watermelon, 1 teaspoon honey",Cool Watermelon Slushes,3 mins,4.0,6 mins,https://www.allrecipes.com/recipe/87049/cool-watermelon-slushes/,"['ice', 'watermelon', 'honey']",veg,"['ice', 'watermelon', 'honey']"
407,10 mins,"1. Bring blueberries, water, sugar, and ginger to a boil in a saucepan over medium-high heat. Reduce heat to a simmer and cook for 5 minutes, crushing the blueberries occasionally with a masher. Remove from heat and let cool, about 10 minutes. Pass the mixture through a food mill or fine mesh sieve to remove the skins of the blueberries. Set aside 1/4 cup syrup and store the remainder in the refrigerator for up to 1 week. 2. Place crushed ice in a glass. Add reserved blueberry-ginger syrup and orange juice. Top off with club soda and stir to combine. Garnish with orange slice.","1 pint blueberries, 1 cup water, ¼ cup sugar, 1 tablespoon grated fresh ginger, ¼ cup crushed ice, 2 tablespoons orange juice, ¼ cup club soda, 1 slice orange (Optional)",Blueberry-Ginger Fizz,10 mins,,30 mins,https://www.allrecipes.com/recipe/278030/blueberry-ginger-fizz/,"['blueberry', 'water', 'sugar', 'ginger', 'ice', 'orange', 'soda', 'orange']",veg,"['blueberry', 'water', 'sugar', 'ginger', 'ice', 'orange', 'soda', 'orange']"
82,,"1. Blend coconut water, watermelon, and stevia together in a blender until smooth. 2. Fill a cocktail shaker with ice; add watermelon mixture. Cover shaker and shake until chilled; pour into a poco grande glass.","1 cup coconut water, ½ cup watermelon puree, 1 teaspoon stevia, ½ cup ice cubes, or as desired",Watermelon Fizz,5 mins,2.5,5 mins,https://www.allrecipes.com/recipe/242177/watermelon-fizz/,"['coconut', 'water', 'watermelon', 'ice']",veg,"['coconut', 'water', 'watermelon', 'ice']"
117,1 hr 35 mins,"1. Combine water, hibiscus petals, cinnamon, clove, allspice, and nutmeg in a medium pot. Bring to a boil over high heat. Reduce heat and simmer for 1 1/2 hours. 2. Remove from heat and stir in sugar until dissolved, about 1 minute. Cool syrup to room temperature, about 1 hour. Refrigerate until ready to use. 3. Make hibiscus coolers by filling 10 glasses with ice. Pour 3 fluid ounces hibiscus syrup into each glass; top with 8 fluid ounces sparkling water. Squeeze 1 lime wedge into each glass.","10 cups water, 1 cup dried hibiscus petals, 1 cinnamon stick, 1 whole clove, 1 whole allspice berry, ⅛ teaspoon freshly grated nutmeg, 1 ½ cups raw sugar, ice cubes, 2 ½ (32 ounce) bottles sparkling water, 2 limes, cut into wedges",Sparkling Hibiscus Cooler,5 mins,4.0,2 hrs 40 mins,https://www.allrecipes.com/recipe/275178/sparkling-hibiscus-cooler/,"['water', 'cinnamon', 'clove', 'allspice', 'berry', 'nutmeg', 'sugar', 'ice', 'water', 'lime']",veg,"['water', 'cinnamon', 'clove', 'allspice', 'berry', 'nutmeg', 'sugar', 'ice', 'water', 'lime']"
107,,"1. In a gallon pitcher combine cranberry juice, pineapple juice, orange juice, cherry juice and lemon juice. Just before serving, slowly add ginger ale; stir to blend. Serve over ice in cups or glasses. Garnish with cherry and orange slices.","2 cups cranberry juice, 1 cup pineapple juice, 1 cup orange juice, 1 (4 ounce) jar maraschino cherries, 2 tablespoons lemon juice, 1 (12 fluid ounce) can or bottle ginger ale, 1 orange, sliced in rounds",Cran-Dandy Cooler,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/20431/cran-dandy-cooler/,"['cranberry', 'pineapple', 'orange', 'maraschino', 'cherry', 'lemon', 'ginger', 'orange']",veg,"['cranberry', 'pineapple', 'orange', 'maraschino', 'cherry', 'lemon', 'ginger', 'orange']"
180,,1. Empty frozen orange juice into a large pitcher. VERY SLOWLY pour in the ginger ale. It is extremely important that you pour slowly because the soda will foam up and lose its carbonation if poured fast. Gently stir until all of orange juice is melted. Toss in all but 4 of the orange slices. 2. Cut reserved orange slices in half. Pour beverage into 8 glasses and garnish with half slice of orange and a cherry.,"1 (12 fluid ounce) can frozen orange juice concentrate, 2 liters ginger ale soda, 1 orange, sliced into rounds, 1 (4 ounce) jar maraschino cherries",Orange Drink,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/20769/orange-drink/,"['orange', 'ginger', 'soda', 'orange', 'maraschino', 'cherry']",veg,"['orange', 'ginger', 'soda', 'orange', 'maraschino', 'cherry']"
499,,"1. Place coconut in a blender; blend to a fine powder. Add frozen pineapple, coconut milk, tahini, and coconut extract and blend until smooth.","¼ cup shredded coconut, 1 cup fresh pineapple, chopped into chunks and frozen, 1 cup coconut milk beverage (such as Silk®), 2 tablespoons tahini, ½ teaspoon coconut extract",Tahini-Pina Colada Shake,5 mins,,5 mins,https://www.allrecipes.com/recipe/267518/tahini-pina-colada-shake/,"['coconut', 'pineapple', 'coconut', 'milk', 'tahini', 'coconut']",veg,"['coconut', 'pineapple', 'coconut', 'milk', 'tahini', 'coconut']"
189,,1. Measure concentrated cherry juice into a tall glass. Fill glass with ginger ale and stir gently.,"3 tablespoons frozen cherry juice concentrate, 1 cup ginger ale soda",Michigan Fizz,1 min,4.5,1 min,https://www.allrecipes.com/recipe/20206/michigan-fizz/,"['cherry', 'ginger', 'soda']",veg,"['cherry', 'ginger', 'soda']"
70,2 hrs,"1. Put the orange juice, cranberry juice and lemon juice in 3 separate cups. Without mixing the juices, pour them into ice cube trays and freeze. 2. When frozen, place one of each juice cube into a tall glass and fill the glass with carbonated water.","1 cup orange juice, 1 cup cranberry juice, ½ cup lemon juice, 1 (32 fluid ounce) bottle carbonated water",Exotic Fruit Drink,5 mins,4.5,2 hrs 5 mins,https://www.allrecipes.com/recipe/20699/exotic-fruit-drink/,"['orange', 'cranberry', 'lemon', 'water']",veg,"['orange', 'cranberry', 'lemon', 'water']"
163,,"1. Combine the limeade concentrate, carbonated beverage, orange juice, water and ice in the container of a blender. Cover, and blend until slushy. If you want to add liquor, add it last, and just blend for a few seconds more.","1 (6 ounce) can frozen limeade concentrate, 1 cup diet cola flavored carbonated beverage, 1 cup orange juice, 1 cup water, 10 cubes ice",Lusty Lime Virgin,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/55506/lusty-lime-virgin/,"['orange', 'water', 'ice']",veg,"['orange', 'water', 'ice']"
120,,"1. Place the apple juice, orange juice, milk, honey, strawberries, raspberries, blueberries, and ice cubes in a blender. Blend until slushy. Serve cold.","1 cup apple juice, 1 cup orange juice, ⅓ cup milk, 1 tablespoon honey, 2 frozen strawberries, thawed, ⅓ cup frozen raspberries, thawed, ⅔ cup frozen blueberries, thawed, 3 cubes ice",Berry Refresher,10 mins,4.0,10 mins,https://www.allrecipes.com/recipe/68600/berry-refresher/,"['apple', 'orange', 'milk', 'honey', 'strawberry', 'raspberry', 'blueberry', 'ice']",veg,"['apple', 'orange', 'milk', 'honey', 'strawberry', 'raspberry', 'blueberry', 'ice']"
236,,"1. Combine club soda, peaches, sugar, lemon juice, and rosemary leaves in a blender; blend until smooth. Pour into glasses and serve with rosemary sprigs.","24 fluid ounces club soda, 1 (16 ounce) package frozen sliced peaches, 1 cup white sugar, lemon, juiced, 1 sprig fresh rosemary, leaves removed and chopped, 4 sprigs fresh rosemary",Rosemary Peach Frosty,5 mins,,5 mins,https://www.allrecipes.com/recipe/275040/rosemary-peach-frosty/,"['soda', 'peach', 'sugar', 'lemon', 'rosemary', 'rosemary']",veg,"['soda', 'peach', 'sugar', 'lemon', 'rosemary', 'rosemary']"
72,,1. Fill a cocktail shaker halfway with ice; add orange juice and club soda. Cover and shake until the outside of shaker has frosted. Strain into a chilled champagne flute. Stir in sugar and serve immediately.,"1 cup ice, or as needed, ½ cup orange juice, ¼ cup club soda, or to taste, 1 teaspoon white sugar",Mimosa Mocktail,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/286202/mimosa-mocktail/,"['ice', 'orange', 'soda', 'sugar']",veg,"['ice', 'orange', 'soda', 'sugar']"
104,,1. Pour juice and carbonated water over ice. Garnish with a wedge of lime.,"6 fluid ounces cranberry juice, 1 fluid ounce carbonated water, 1 wedge lime",Juice Cooler,2 mins,4.0,2 mins,https://www.allrecipes.com/recipe/14894/juice-cooler/,"['cranberry', 'water', 'lime']",veg,"['cranberry', 'water', 'lime']"
466,20 mins,"1. Combine vinegar, water, and sugar in a saucepan over medium-high heat. Add cranberries, cardamom pods, allspice berries, and cinnamon stick; bring to a boil. Stir and cover until cranberries begin to pop, 5 to 10 minutes. Stir again, being careful that cranberries do not burn you as they pop. Reduce heat and simmer until sugar has dissolved and cranberries have released their juice, about 10 minutes. 2. Remove from heat and allow to steep for 15 minutes. Strain into a container, seal, and refrigerate. Discard pulp. 3. Fill 2 highball glasses halfway with ice. Add 1 fluid ounce cranberry shrub, 4 fluid ounces ginger beer, and 1 fluid ounce club soda to each glass. Stir well.","1 cup white vinegar, 1 cup water, 1 cup white sugar, 1 cup fresh cranberries, 2 pods cardamom, crushed, 4 whole allspice berries, cracked, ¼ (1 inch) piece cinnamon stick, ice cubes, 8 fluid ounces ginger beer (such as Fentimans), 2 fluid ounces club soda",Holiday Mule Mocktail,10 mins,,45 mins,https://www.allrecipes.com/recipe/278530/holiday-mule-mocktail/,"['vinegar', 'water', 'sugar', 'cranberry', 'cardamom', 'allspice', 'berry', 'cinnamon', 'ice', 'ginger', 'beer', 'soda']",veg,"['vinegar', 'water', 'sugar', 'cranberry', 'cardamom', 'allspice', 'berry', 'cinnamon', 'ice', 'ginger', 'beer', 'soda']"
184,,"1. Peel oranges, removing threads and seeds. Cut roughly into cubes. 2. Transfer oranges into a blender with water, 3 mint leaves, lemon juice, black salt, and powdered sugar. Blend until smooth. 3. Strain into a large glass over ice. Add jalapeno. Taste and adjust salt and sugar as needed. Stir continuously, 10 to 15 times. Add remaining mint leaves as garnish.","2 medium oranges, 1 cup water, 5 leaves fresh mint, or more to taste, 1 lemon, juiced, ⅛ teaspoon black salt (kala namak), or more to taste, ⅛ teaspoon powdered sugar, or to taste, ½ cup ice as needed, 2 slices jalapeno pepper, or more to taste",Spicy Orange-Mint Mocktail,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/281235/spicy-orange-mint-mocktail/,"['orange', 'water', 'mint', 'lemon', 'salt', 'sugar', 'ice', 'jalapeno', 'pepper']",veg,"['orange', 'water', 'mint', 'lemon', 'salt', 'sugar', 'ice', 'jalapeno', 'pepper']"
224,,"1. Place sugar cubes, mint leaves, lime juice and sweetened dried cranberries in large tumbler. Crush and combine ingredients in glass using a muddling stick or spoon, until sweetened dried cranberries and mint are minced and sugar is dissolved. Add cranberry juice and ice. Mix well. 2. Pour into a tall glass. Garnish with lime wedge, swizzle stick and mint sprig.","4 cubes brown sugar cubes, 10 leaf (blank)s mint leaves, ½ ounce Ocean Spray® Craisins® Sweetened Dried Cranberries, any flavor, 1 lime, juiced, 6 ounces Ocean Spray® Cranberry Juice Cocktail, 2 cups cubed ice, 1 sugar cane swizzle stick, garnish, 1 lime wedge, garnish, 1 sprig mint, garnish",Cranberry Mojito,,,,https://www.allrecipes.com/recipe/175506/cranberry-mojito/,"['sugar', 'mint', 'cranberry', 'lime', 'cranberry', 'ice', 'sugar', 'lime', 'mint']",veg,"['sugar', 'mint', 'cranberry', 'lime', 'cranberry', 'ice', 'sugar', 'lime', 'mint']"
110,,"1. Blend cantaloupe, ice cubes, grapes, rice milk, and mint leaves together in a blender until smooth; pour into martini glasses and garnish each with a cantaloupe wedge.","2 cups cubed cantaloupe, 1 ½ cups ice cubes, 1 cup red grapes, 1 cup rice milk (such as Rice Dream®), 6 large mint leaves, 4 small cantaloupe wedges",Mint and Melon Freeze,10 mins,3.5,10 mins,https://www.allrecipes.com/recipe/242137/mint-and-melon-freeze/,"['cantaloupe', 'ice', 'grape', 'rice', 'milk', 'rice', 'mint', 'cantaloupe']",veg,"['cantaloupe', 'ice', 'grape', 'rice', 'milk', 'rice', 'mint', 'cantaloupe']"
155,15 mins,"1. Place 1 teaspoon pomegranate seeds in 8 of the wells in a 16-cube ice tray; drop red currants in remaining 8 wells. Fill wells with water. Freeze into ice cubes, 8 hours to overnight. 2. Combine chopped cranberries, water, and sugar in a saucepan over low heat. Simmer, stirring frequently, until cranberries have completely softened, about 15 minutes. 3. Strain cranberries through a fine mesh sieve, gently pressing the pulp to extract the liquid. Let syrup cool before covering, then refrigerate 8 hours to overnight. 4. Use a clean needle to thread popcorn and dried cranberries onto one long food-grade thread. Cut into 8 equal strings. 5. Add 1 pomegranate ice cube and 1 red currant ice cube to each serving glass. Pour 2 tablespoons syrup into each and top with 3/4 cup tonic water. Garnish with a lime wedge and a string of popcorn and cranberries.","8 teaspoons pomegranate seeds, 8 teaspoons fresh red currants, 1 cup chopped cranberries, ½ cup water, ½ cup white sugar, 3 cups popped unsalted popcorn, ½ cup dried cranberries, 6 cups tonic water (such as Fentimans), chilled, 1 lime, cut into 8 wedges",Fake Cod Holiday Mocktail,15 mins,,8 hrs 30 mins,https://www.allrecipes.com/recipe/278292/fake-cod-holiday-mocktail/,"['pomegranate', 'currant', 'cranberry', 'water', 'sugar', 'popcorn', 'cranberry', 'water', 'lime']",veg,"['pomegranate', 'currant', 'cranberry', 'water', 'sugar', 'popcorn', 'cranberry', 'water', 'lime']"
